Unnamed: 0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61
1;0.0;145.28068972574047;271.0616118776444;207.20973899949945;223.639068687462;156.59299343315422;86.12603123892477;303.97226974683497;273.4725118860769;274.5471296676993;184.4814844769188;124.252248805323;266.6504297515366;130.48939915101852;350.6787150818922;190.5312269235765;144.67108888455968;156.49663083686704;383.78140143671214;295.7924381163122;121.65941012086536;179.97608910949828;300.17704920207893;178.55615628761953;434.1400078476984;105.2721688252244;354.80352809941604;314.43860659407693;170.94751068611276;289.61462605304257;156.56663362030213;300.2239012130775;455.3785527858393;498.9562524533138;478.0161394565699;457.47579150968255;450.5430448544419;451.7032124494072;436.964718791193;434.62052392339217;423.0051633769467;398.1302661675592;381.6516950481811;352.32185548299293;348.6569552781536;329.70686000664074;297.0416848272728;307.1004344392406;327.1474854095719;365.34306897205295;383.6673236169453;418.57798729152944;484.1101478238591;489.742196533375;540.2602665333548;519.6063127303438;607.3959353590183;504.02792012687456;571.2191029582714;554.8423279676698;501.7780816031359
2;145.28068972574047;0.0;234.55985251060028;76.88884528449218;183.57469988440909;12.25040519426842;231.1246169904674;299.79640630840487;392.8304835777348;381.1867628694626;43.07517791062397;130.27209206958725;260.81258563541263;19.40404821163605;385.9950048975937;224.2116283197685;0.7281287950375154;12.35149703830917;391.3240459689075;269.2892083935973;129.30019086465268;35.85800543835568;366.6731454449759;34.388603952313474;522.2180932936088;233.7525687749332;389.95623919625086;363.8157111181476;213.0860051457378;365.9754750319414;12.117857443306626;222.944952689524;310.1323097549749;413.49206839294766;400.9424290252632;383.7595428991484;371.85112785073335;361.64092819934416;348.1816997988585;335.4504674249645;327.92731855211326;308.4012096354716;295.81648510417665;274.9590812235291;257.78106220401634;244.21171675516345;226.72753092722897;242.9768679579417;274.0139946939709;304.683203621217;321.37568698690364;363.7607847954079;343.6794930372088;345.67898305128534;419.2153483828919;383.1092282813605;494.4912524944536;365.7096536251052;436.0302787118555;417.39691017730297;366.738923886261
3;271.0616118776444;234.55985251060028;0.0;295.33119230418544;52.07406901470653;230.4030433402411;329.1517988568297;80.1943529500163;538.4304978915304;304.6701134462273;258.8166654927301;345.7005674863921;56.20933416243992;246.3511347435526;191.9814961490312;120.49086711888692;234.1398222896035;229.907158193397;168.0768705904152;502.9865278475233;343.7833962364482;248.3051053537729;223.0049360947223;247.61209588275327;380.6880596602054;372.9788455943462;194.92910326562912;194.7171489231211;135.43721923769652;238.7813908590684;230.7007058347532;453.5270830849649;391.17813116189706;632.693747487589;625.2447679033052;610.0890926616283;596.247645333331;579.8745517295283;567.845266776191;548.2209894341815;544.3139391104073;529.3774280909245;519.5964211165253;503.3920940623557;480.9082429107162;470.7747743068277;458.9354487225857;475.9495675385132;507.9718345880851;537.0104675734326;553.0082643320869;596.2940711883701;477.5450018146272;453.4916716791701;599.7118114806925;528.8771365747615;683.4737286991108;506.4228750619144;581.3042390335328;556.1466095646301;519.2044375535511
4;207.20973899949945;76.88884528449218;295.33119230418544;0.0;247.2788512454903;73.1950383531493;289.28755837164624;366.60921395936185;422.1057374866382;457.1334359079162;37.747325185254965;141.96309236238554;328.73650473744675;81.76464247842159;458.7688226880621;299.66034716201887;77.60252088345956;73.65431791223055;458.5103817336886;227.53433114905533;142.4330587017936;48.37320135174089;443.012761822401;49.38901256468575;599.0848531313306;277.8864948505335;462.6520828684965;438.7220880828133;289.3673976688757;442.7506631218353;72.96415666706545;159.27468071903434;262.6965749622591;340.7927886912535;330.8100445303749;315.0179149237017;301.7122216761716;288.36547023371264;275.4360181345345;260.3545328169796;253.83095470791227;236.0886204219024;225.0501545044585;208.10435660864616;186.43173071155536;175.4664114982683;166.2255070031646;184.18144678009816;218.21456462934384;243.5377961196158;258.77648851488834;302.67533512973506;277.28397527590585;286.7890120996947;342.8149701419325;312.60233146449366;417.60633729304;296.81818788149496;364.6292312757726;347.70595850088466;295.1353038077074
5;223.639068687462;183.57469988440909;52.07406901470653;247.2788512454903;0.0;180.09914727216474;287.59790033933007;119.8624803744488;494.3409257920065;298.78641457941904;210.13764149550505;293.7307583660467;83.92994428448677;194.72626861043324;221.94774684771164;104.40285136830032;183.12503072240165;179.5997909793767;211.56451332668053;451.31749344309424;291.83261467818915;199.5121732346212;234.3550052525712;198.71619039257345;396.2485707207586;327.327302887412;225.42381589448;214.3502659632866;112.56513480213307;245.2015816839937;180.3932760328928;404.239075216996;370.2902044809232;586.7845602289892;578.0121525267402;562.2793384036416;548.9339092060344;534.0512315368052;521.6426637687543;503.5293211699106;498.79210799247454;482.7364701422773;472.25006344728695;454.8074731127352;433.5879000627111;422.5961486092923;409.1459961270424;425.89500919977047;457.46954680966377;487.2518034096517;503.51438424171687;546.4923279535793;448.0987421825649;428.8257925823543;562.2451858322731;497.8398460308919;644.68849089191;476.0846844416273;551.0144655348332;526.9095586876292;486.6761265580124
6;156.59299343315422;12.25040519426842;230.4030433402411;73.1950383531493;180.09914727216474;0.0;242.57902726155152;297.6682988298143;405.0413213174989;387.7817728590644;36.679033501341344;141.03509589438923;259.0266465946808;31.42050650490158;386.4812623557358;226.4716997500045;12.666312194929096;0.5006517107865982;389.4332849081861;275.2477466179753;140.16652132229717;27.584036255959468;369.9149543986483;26.164344876172425;526.6309600830629;245.94605484856703;390.4025009610574;365.6413649424383;216.28523220229167;370.0513810841989;0.3008585849388265;224.582106815414;298.8063547171918;412.6526178504184;401.1036859638468;384.3727879456774;371.98306324719846;360.5078721119005;347.27861793482333;333.317116512308;326.3672866308802;307.6436429286835;295.631467742958;275.9575662301192;257.3192357239275;244.57678723097484;229.10400176332703;245.7959536871193;277.5707179888283;307.1995992134221;323.5892888057003;366.41785155878085;334.55412371248553;335.390578560749;413.6439106234212;374.8523878196186;489.9356587456657;357.07404370146594;427.96585020029767;408.8856913064442;358.8179198321373
7;86.12603123892477;231.1246169904674;329.1517988568297;289.28755837164624;287.59790033933007;242.57902726155152;0.0;344.8133115375989;210.9386265042306;240.4514400053353;269.298789890822;180.46009035309112;311.8228711282634;215.6458804691464;365.58292106946953;226.38106267518737;230.5303953159584;242.49479546651608;412.7757258680408;333.8773809796912;178.1577073012361;265.373900262884;298.1665717351668;263.9752172526566;406.5336114576232;63.27321677200516;369.50826068217776;323.2012156573699;206.2348119834783;281.0616650785635;242.5450263519049;360.6993194661226;541.2479797737602;555.3487704751401;530.9060614836416;509.3608455379764;505.0172164004611;511.4529435323316;496.5355179782016;498.9413393499467;485.8091577391874;459.3290457570671;441.7318881895599;409.97256295007946;412.1798757878445;391.87388348032937;354.89399015888984;361.6567684900379;375.4446508077168;414.83608794866666;433.0023283019098;462.7206857577473;566.5229531811185;574.2432381606993;612.8872584150253;599.8680415520292;675.3701213488094;585.2782456267713;650.5794088885098;635.441124889626;581.4107884657562
8;303.97226974683497;299.79640630840487;80.1943529500163;366.60921395936185;119.8624803744488;297.6682988298143;344.8133115375989;0.0;555.4009485397369;260.5966947197448;329.2048640375986;397.5428105291607;39.61439087745926;308.63892068415777;113.74813760623591;118.43533048077823;299.27845717678184;297.1678575700461;91.9057258739306;562.9893114229749;395.3631250587098;318.5414996687513;161.32783198734782;317.67614870484897;309.892985952504;397.4033112629612;116.34963005916286;125.3319955018828;138.63827855670095;182.1793497269637;297.9545628219799;522.2474892600259;470.02838528502696;706.5784160203914;697.4174684667296;681.3861682089613;668.3155028619514;653.8650939291053;641.3964847960319;623.3797983715066;618.6400411059317;602.3967330657098;591.6593162917063;573.442316609346;553.0340350288903;541.5803022781606;526.4804096257259;542.7619724507801;573.3694358535002;604.475347990422;621.0937635007929;663.5526125171251;557.7103619841155;533.1016956504587;679.0251224302407;609.0711937468742;762.3715701119768;586.6127317148464;661.4871045646961;636.2839135857528;599.3466918780223
9;273.4725118860769;392.8304835777348;538.4304978915304;422.1057374866382;494.3409257920065;405.0413213174989;210.9386265042306;555.4009485397369;0.0;403.84578081595873;418.4708521315193;280.3762215668285;522.7589610352923;373.7142688942623;566.4116757663039;437.0507829016108;392.4805537919634;405.1715343618461;619.7859663311323;335.6975036643741;279.7618228070531;419.1702686086312;489.8941946697884;418.0943850983768;561.4627770312795;168.20062697981328;570.1108310648199;521.5504910513027;416.99819384762094;468.4042272638534;404.88505889029216;413.7611854279411;684.3124198875785;570.8351067429359;538.5591244688151;516.484606131489;520.0245899217994;541.3097373121785;527.4476573981159;544.1916177781225;527.7170301844887;499.4459854252338;480.8083247321328;446.709148468236;465.49086503914447;444.3000371774429;401.9660680521816;398.5977876948865;393.1813032955676;428.432981196804;443.2249814738262;454.5294547937948;678.6302638378482;700.5083469703791;677.7880039248054;698.5467428103879;719.50789346451;689.8689850704363;742.352747551407;734.2075633088604;677.9086115011401
10;274.5471296676993;381.1867628694626;304.6701134462273;457.1334359079162;298.78641457941904;387.7817728590644;240.4514400053353;260.5966947197448;403.84578081595873;0.0;423.9796094111568;398.486393363458;253.85402878080765;375.8122784299373;201.40845887416853;194.63942252368352;380.4589361854031;387.42083335588353;274.2653509617925;566.7289201414746;395.9036727536641;415.3653320626342;113.86779621718216;413.9453066541119;166.19896147786906;302.55553920748724;203.72666404093144;156.96698587492926;190.85175481693207;87.62301601074265;387.9317863905411;573.6611417861247;657.4152828112665;772.7223706197204;752.4531669462801;731.9982890538897;724.8191905708526;724.4886248035718;709.8971974429086;704.981882320032;694.439941660397;670.5872352313863;654.687073169734;626.251412274119;620.344881760791;602.2551253144126;571.1624811811301;581.6010559850014;601.3643464584617;639.7784172618208;658.1118594356312;692.219836662173;716.8903320728648;708.4518694652204;799.915886588852;760.6101359522356;872.8396064802305;741.5599673012574;814.1335958390765;793.6031847288534;745.5068283461461
