Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;39;INJ_WELL;1;1;LL;5429442.150003673
CLIQ_CO2_OFFSHORE;40;INJ_WELL;1;1;LL;2942788.120251377
