index;OID;Longitude;Latitude;route_CO2;PIP_IDs;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
6;CID10;11.660638;51.270124;;;CALCINED_CLAY_CEMENT;7;1;LL;1.0;1695100.0000872;15399906.344589474;1944133.5204909986;7695243.798239007;6.590692482001968;0.0;889880.4573278446;1449324.060874557;560585.8470662963;0.38679123751524924;0.0;6.590692482001968;70.48743099131725;836487.6298881739;19.92894199038712;77.07812347331922;233.068900669005;0.018804055091148814;0.04833045517092676;0.04833045517092676;0.02416522758546338
4;CID5;8.258075;50.032201;;;CALCINED_CLAY_CEMENT;5;1;LL;1.0;1790909.999808;16270335.831050193;2054019.3278450535;8206258.082479031;6.633165706803257;0.0;939826.6451392218;1531242.3771158387;592271.1339804272;0.3867912375152492;0.0;6.633165706803257;70.46108544728139;883437.0464308684;20.057372566615804;77.09425115408465;233.11766756494063;0.03867094807560198;0.09938120463774405;0.05105074946681729;0.07385582990433541
25;CID40;11.753223;51.813271;;;CALCINED_CLAY_CEMENT;26;1;LL;1.0;1665619.9999439998;15132081.88513551;1910322.50258083;8316262.783736582;7.04388667581091;0.0;874629.5381259802;1424118.4249121195;550836.5279400261;0.38679123751524913;0.0;7.04388667581091;70.50558985927255;822151.7658384214;21.299311010556494;77.54947653508346;234.49417849080342;0.057147976120115615;0.1468784553387743;0.04749725070103025;0.12312982998825918
2;CID3;8.036802;49.602402;;;CALCINED_CLAY_CEMENT;3;1;LL;1.0;1002319.9999632;9106031.576867536;1149574.6033194212;5066380.920517136;7.105647591604456;0.0;527210.8696572867;856991.6185285358;331476.84867084876;0.38679123751524924;0.0;7.105647591604456;70.62416016869645;495578.21747784945;21.48606372455186;77.7298077603009;235.0394642155171;0.06826689565129296;0.17548965471929923;0.02861119938052492;0.16118405502903677
12;CID19;8.685598;49.357624;;;CALCINED_CLAY_CEMENT;13;1;LL;1.0;1002319.9999632;9106031.576867536;1149574.6033194212;5673822.712642677;7.7116833807215475;0.0;526881.9166920228;856991.6185285358;331476.84867084876;0.38679123751524924;0.0;7.7116833807215475;70.58009425836751;495269.00169050146;23.318595301225322;78.29177763908906;236.7387492519982;0.0793858151824703;0.20409015706778175;0.02860050234848252;0.1897899058935405
9;CID16;12.029824;49.213555;;;CALCINED_CLAY_CEMENT;10;1;LL;1.0;1002319.9999632;9106031.576867536;1149574.6033194212;5543141.309866596;7.5813044570436015;0.0;528153.6633272254;856991.6185285358;331476.84867084876;0.38679123751524924;0.0;7.5813044570436015;70.75045500627267;496464.4435275918;22.924355391861862;78.33175946331627;236.8596463288789;0.09050473471364764;0.23273201461273033;0.02864185754494858;0.21841108584025604
0;CID1;10.481936;51.364109;;;CALCINED_CLAY_CEMENT;1;1;LL;1.0;1923569.999664;17475545.891430438;2206168.907536584;11223814.342846747;7.885880862638902;0.0;1011578.202937003;1644667.7382727175;636143.0697879103;0.3867912375152492;0.0;7.885880862638902;70.61009643656682;950883.5107607828;23.845333807305337;78.49597729920572;237.35620837211874;0.11184324939921324;0.28763372040810664;0.054901705795376315;0.26018286751041847
28;CID43;9.768927;49.954669;;;CALCINED_CLAY_CEMENT;29;1;LL;1.0;965470.0000031999;8771251.004539687;1107310.8311828848;5846129.276030154;8.106209348826582;0.0;507836.14725514525;825484.573762736;319290.1998354367;0.38679123751524924;0.0;8.106209348826582;70.62527692802048;477365.9784198365;24.511563286537584;78.73148627684706;238.06834063537426;0.12255338512452602;0.31519329858701667;0.027559578178910027;0.3014135094975616
7;CID11;8.614774;49.016926;;;CALCINED_CLAY_CEMENT;8;1;LL;1.0;1002319.9999632;9106031.576867536;1149574.6033194212;6185622.646017892;8.222298686605901;0.0;527214.5160509149;856991.6185285358;331476.84867084876;0.38679123751524924;0.0;8.222298686605901;70.62464863261565;495581.64508786;24.862594332914632;78.84694731922154;238.41747184152814;0.13367230465570337;0.3438046165425161;0.028611317955499427;0.3294989575647664
8;CID13;13.836808;52.489222;;;CALCINED_CLAY_CEMENT;9;1;LL;1.0;1319229.9999696;11985144.502070384;1513043.0440955113;8292082.277776012;8.336540551210021;0.0;694073.9589582067;1127952.2038140078;436282.0287712726;0.3867912375152492;0.0;8.336540551210021;70.64160671172505;652429.5214207142;25.208038988204883;78.97814726293507;238.81419435203057;0.14830676492120304;0.38146757818239185;0.03766296163987576;0.36263609736245395
15;CID22;9.618221;49.808084;;;CALCINED_CLAY_CEMENT;16;1;LL;1.0;1002319.9999632;9106031.576867536;1149574.6033194212;6186314.922903672;8.22298936112682;0.0;529425.5391470061;856991.6185285358;331476.84867084876;0.38679123751524924;0.0;8.22298936112682;70.92083305949696;497660.0067981857;24.86468279516639;79.14382242062378;239.31516304626754;0.1594256844523804;0.41015079512468533;0.028683216942293477;0.3958091866535386
