RESOURCE;grid_id;T;TM;S;DEMAND
CEMENT;1;1;1;LL;63.09931507
CEMENT;2;1;1;LL;21.03310502
CEMENT;3;1;1;LL;42.06621005
CEMENT;4;1;1;LL;42.06621005
CEMENT;5;1;1;LL;29.44634703
CEMENT;6;1;1;LL;75.71917808
CEMENT;7;1;1;LL;54.68607306
CEMENT;8;1;1;LL;38.28025114
CEMENT;9;1;1;LL;90.8630137
CEMENT;10;1;1;LL;20.19178082
CEMENT;11;1;1;LL;40.38356164
CEMENT;12;1;1;LL;49.21746575
CEMENT;13;1;1;LL;29.44634703
CEMENT;14;1;1;LL;33.65296804
CEMENT;15;1;1;LL;117.7853881
CEMENT;16;1;1;LL;134.8356164
