resource;strg_tech;grid;Major Time;Scenario;number
CLIQ_CO2_OFFSHORE;INJ_WELL;43;1;LL;11.0
CLIQ_CO2_OFFSHORE;INJ_WELL;47;1;LL;11.0
CLIQ_CO2_OFFSHORE;INJ_WELL;61;1;LL;5.0
CLIQ_CO2_OFFSHORE;INJ_WELL;68;1;LL;11.0
CLIQ_CO2_OFFSHORE;INJ_WELL;71;1;LL;7.0
