index;OID;Longitude;Latitude;parent_name;route_CO2;PIP_IDs;dist_km;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
0;CID53;-1.751755;53.337916;Breedon Group PLC;LINESTRING (-1.751754988790997 53.33791600637368, -3.062863108240607 53.19136044674255, -3.495559345107598 53.64289201663232);['PIPEID0', 'PIPEID1'];148.03692105986852;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;1105500.0000264;38536879.554804504;2635599.3594463705;31115465.416025378;33.99911521936467;422853.7500100979;287331.16603599343;945211.3440225723;685729.3539880875;0.7254772790493634;12.166732942612985;46.16584816197765;34.89790253227308;270091.2960738349;74.4263678482862;81.06375069425073;130.68709378334572;0.4946435993660917;0.6824833825806257;0.6824833825806257;0.34124169129031284
1;CID71;-7.143371;53.432118;Breedon Group PLC;;;;CALCINED_CLAY_BIOMASS_CEMENT;2;1;LL;1.0;515899.99996559997;4686928.017364906;591692.810514325;20960109.62143976;42.67923464473637;0.0;166965.9388886456;441098.6271705878;287735.2836066822;0.6523150739605572;0.0;42.67923464473637;43.45479376233453;156947.98255532747;76.5224788415208;86.1340284070709;154.43550994248972;0.7021983956134534;1.0;0.3175166174193743;0.8412416912903129
