index;OID;Longitude;Latitude;parent_name;route_CO2;PIP_IDs;dist_km;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
0;CID58;-0.529654;53.675822;CEMEX SAB de CV;LINESTRING (-0.5296539893112743 53.67582200595663, 0.04476576846244464 53.68945314583021, 1.120748645035553 53.8234902355545);['PIPEID0', 'PIPEID2'];111.83542975352985;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;515899.99996559997;17983877.123946812;1229946.3676302554;13533937.765397439;32.08670436293537;197331.74998684195;127266.44653787935;441098.6271705878;320007.03183212766;0.7254772790493635;11.329469697261908;43.41617406019728;33.122547173271435;119630.45974560655;69.99347504311163;76.53872123346872;123.39205815460858;0.203133638128303;0.27898122859903784;0.27898122859903784;0.13949061429951892
1;CID59;-1.286254;52.377293;CEMEX SAB de CV;LINESTRING (-1.286253988876013 52.37729300671038, -0.5296539893112743 53.67582200595663, 0.04476576846244464 53.68945314583021, 1.120748645035553 53.8234902355545);['PIPEID1', 'PIPEID0', 'PIPEID2'];266.6103523575765;CCS_CALCINED_CLAY_CEMENT;2;1;LL;1.0;1326599.9999616002;46244255.46332248;3162719.2311685686;37679299.079669975;34.25596776151894;507424.499985312;333356.3065960544;1134253.612767168;822875.2247422355;0.7254772790493635;15.971419287556008;50.22738704907495;33.73991776694615;313354.92820029106;80.97418618751874;83.9673048160211;135.36806458184756;0.7254772790493635;1.0;0.7210187714009622;0.6394906142995189
