RESOURCE;grid_id;T;TM;S;DEMAND
CEMENT;1;1;1;LL;79.33789954
CEMENT;2;1;1;LL;120.0
CEMENT;3;1;1;LL;74.20091324
CEMENT;4;1;1;LL;131.8493151
CEMENT;5;1;1;LL;50.2283105
