index;OID;Longitude;Latitude;parent_name;Lat;Lon;lat/lon correct?;parent correct?;route_CO2;PIP_IDs;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
0;CID39;12.181552;47.791873;Rohrdorfer Zementwerke;47.791873;12.181552;correct;0.0;;;CALCINED_CLAY_CEMENT;1;1;LL;1.0;714889.9999248;6494743.109526963;819917.18025256;5250114.454789546;9.394940726565173;0.0;376708.0182354218;611236.6690557034;236420.98763875436;0.3867912375152492;0.0;9.394940726565173;70.75236790123536;354105.5371412965;28.408430412151475;80.14730862780053;242.34950556271656;0.3867912375152492;1.0;1.0;0.5
