index;OID;Longitude;Latitude;parent_name;Lat;Lon;route_CO2;PIP_IDs;dist_km;process_tech;grid;Major Time;Scenario;number;capacity;CAPEX_tech;OPEX_fixed_tech;OPEX_var_tech;LCOP_tech;CO2_stored;CO2_emitted;CO2_generated;CO2_avoided;Decarb_rate;LCOP_transport_strg;LCOP_total;LCOP_nets;CO2_offset;LCOP_CO2_avoided;LCOP_total_w_nets;LCOP_CO2_avoided_w_NETs;Cummulative_CO2_avoided;Cummulative_CO2_avoided_w_nets;Width_CO2_avoided_w_nets;xticks
0;CID35;10.698973;48.774206;Maerker Zement GmbH;48.774206;10.698973;LINESTRING (10.69897300723961 48.77420600586093, 8.155554007572304 53.55637800441545, 8.355206178504126 53.59845495436934);['PIPEID0', 'PIPEID1'];595.1580360707264;CCS_CALCINED_CLAY_CEMENT;1;1;LL;1.0;1002319.9999632;34940104.12757221;2389610.085753243;24701785.404913805;30.497668671320884;383387.39998592396;237651.44904148462;856991.6185285358;621727.9475781922;0.7254772790493634;22.62898535802959;53.126654029350476;31.835333767566304;223392.36209899554;85.6482454619695;84.96198779691679;136.9716448121691;0.7254772790493634;1.0;1.0;0.5
