Resource;grid;strg_tech;Minor time;Major Time;Scenario;inventory
CLIQ_CO2_OFFSHORE;43;INJ_WELL;1;1;LL;5943973.499834149
CLIQ_CO2_OFFSHORE;48;INJ_WELL;1;1;LL;1575899.999721234
CLIQ_CO2_OFFSHORE;63;INJ_WELL;1;1;LL;948599.999962974
CLIQ_CO2_OFFSHORE;68;INJ_WELL;1;1;LL;497249.999986536
CLIQ_CO2_OFFSHORE;71;INJ_WELL;1;1;LL;3917717.999824968
